state_tamilnadu_vegetablemarkrtprice.com
date,state_name,vegetable_name,wholesale_price,retail_price,shoping_mall_price,unit,image
2024-06-16,TamilNadu,Ginger (இஞ்சி),128,147 - 163,154 - 211,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-16,TamilNadu,Onion Green (பச்சை வெங்காயம்),45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-16,TamilNadu,Green Peas (பச்சை பட்டாணி),50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-16,TamilNadu,Ivy Gourd (கோவைக்காய்),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-16,TamilNadu,Lemon (Lime) (எலுமிச்சை),92,106 - 117,110 - 152,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-16,TamilNadu,Mango Raw (மாங்காய்),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-16,TamilNadu,Mint Leaves (புதினா),4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-16,TamilNadu,Mushroom (காளான்),92,106 - 117,110 - 152,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-16,TamilNadu,Mustard Leaves (கடுகு இலைகள்),17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-16,TamilNadu,Ladies Finger (வெண்டைக்காய்),44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-16,TamilNadu,Pumpkin (பூசணி),21,24 - 27,25 - 35,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-16,TamilNadu,Radish (முள்ளங்கி),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-16,TamilNadu,Ridge Gourd (பீர்க்கங்காய்),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-16,TamilNadu,Shallot (Pearl Onion) (சிறிய வெங்காயம்),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-16,TamilNadu,Snake Gourd (புடலங்காய்),32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-16,TamilNadu,Sorrel Leaves (புளிச்ச கீரை),16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-16,TamilNadu,Spinach (கீரை),12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-16,TamilNadu,Sweet Potato (இனிப்பு உருளைக்கிழங்கு),39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-17,TamilNadu,Onion Big (பெரிய வெங்காயம்),37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-17,TamilNadu,Onion Small (சின்ன வெங்காயம்),54,62 - 69,65 - 89,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-17,TamilNadu,Tomato (தக்காளி),39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-17,TamilNadu,Green Chilli (பச்சை மிளகாய்),61,70 - 77,73 - 101,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-17,TamilNadu,Beetroot (பீட்ரூட்),40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-17,TamilNadu,Potato (உருளைக்கிழங்கு),36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-17,TamilNadu,Raw Banana (Plantain) (வாழைக்காய்),7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-17,TamilNadu,Amaranth Leaves (சிறு கீரை),15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-17,TamilNadu,Amla (நெல்லிக்காய்),75,86 - 95,90 - 124,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-17,TamilNadu,Ash gourd (சாம்பல் பூசணிக்காய்),16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-17,TamilNadu,Baby Corn (சிறிய மக்காச்சோளம்),61,70 - 77,73 - 101,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-17,TamilNadu,Banana Flower (வாழைப்பூ),18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-17,TamilNadu,Capsicum (குடைமிளகாய்),43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-17,TamilNadu,Bitter Gourd (பாகற்காய்),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-17,TamilNadu,Bottle Gourd (சுரைக்காய்),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-17,TamilNadu,Butter Beans (பட்டர் பீன்ஸ்),52,60 - 66,62 - 86,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-17,TamilNadu,Broad Beans (அவரைக்காய்),71,82 - 90,85 - 117,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-17,TamilNadu,Cabbage (முட்டைக்கோஸ்),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-17,TamilNadu,Carrot (கேரட்),44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-17,TamilNadu,Cauliflower (காலிஃபிளவர்),26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-17,TamilNadu,Cluster beans (கொத்தவரை),41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-17,TamilNadu,Coconut (தேங்காய்),35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-17,TamilNadu,Colocasia Leaves (சேப்பங்கிழங்கு கீரை),17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-17,TamilNadu,Colocasia (சேப்பங்கிழங்கு),29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-17,TamilNadu,Coriander Leaves (கொத்துமல்லி),6,7 - 8,7 - 10,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-17,TamilNadu,Corn (மக்காச்சோளம்),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-17,TamilNadu,Cucumber (வெள்ளரிக்காய்),28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-17,TamilNadu,Curry Leaves (கறிவேப்பிலை),27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-17,TamilNadu,Dill Leaves (வெந்தயம் இலைகள்),11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-06-17,TamilNadu,Drumsticks (முருங்கைக்காய்),70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-06-17,TamilNadu,Brinjal (கத்திரிக்காய்),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-17,TamilNadu,Brinjal (Big) (கத்திரிக்காய்),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-17,TamilNadu,Elephant Yam (சேனைக்கிழங்கு),37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-17,TamilNadu,Fenugreek Leaves (வெந்தயக்கீரை),10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-17,TamilNadu,French Beans (பீன்ஸ்),119,137 - 151,143 - 196,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-17,TamilNadu,Garlic (பூண்டு),235,270 - 298,282 - 388,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-17,TamilNadu,Ginger (இஞ்சி),125,144 - 159,150 - 206,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-17,TamilNadu,Onion Green (பச்சை வெங்காயம்),42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-17,TamilNadu,Green Peas (பச்சை பட்டாணி),41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-17,TamilNadu,Ivy Gourd (கோவைக்காய்),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-17,TamilNadu,Lemon (Lime) (எலுமிச்சை),91,105 - 116,109 - 150,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-17,TamilNadu,Mango Raw (மாங்காய்),40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-17,TamilNadu,Mint Leaves (புதினா),5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-17,TamilNadu,Mushroom (காளான்),73,84 - 93,88 - 120,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-17,TamilNadu,Mustard Leaves (கடுகு இலைகள்),12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-17,TamilNadu,Ladies Finger (வெண்டைக்காய்),45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-17,TamilNadu,Pumpkin (பூசணி),17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-17,TamilNadu,Radish (முள்ளங்கி),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-17,TamilNadu,Ridge Gourd (பீர்க்கங்காய்),35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-17,TamilNadu,Shallot (Pearl Onion) (சிறிய வெங்காயம்),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-17,TamilNadu,Snake Gourd (புடலங்காய்),32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-17,TamilNadu,Sorrel Leaves (புளிச்ச கீரை),12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-17,TamilNadu,Spinach (கீரை),15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-17,TamilNadu,Sweet Potato (இனிப்பு உருளைக்கிழங்கு),37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-18,TamilNadu,Onion Big (பெரிய வெங்காயம்),37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-18,TamilNadu,Onion Small (சின்ன வெங்காயம்),54,62 - 69,65 - 89,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-18,TamilNadu,Tomato (தக்காளி),39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-18,TamilNadu,Green Chilli (பச்சை மிளகாய்),61,70 - 77,73 - 101,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-18,TamilNadu,Beetroot (பீட்ரூட்),40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-18,TamilNadu,Potato (உருளைக்கிழங்கு),36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-18,TamilNadu,Raw Banana (Plantain) (வாழைக்காய்),7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-18,TamilNadu,Amaranth Leaves (சிறு கீரை),15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-18,TamilNadu,Amla (நெல்லிக்காய்),75,86 - 95,90 - 124,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-18,TamilNadu,Ash gourd (சாம்பல் பூசணிக்காய்),16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-18,TamilNadu,Baby Corn (சிறிய மக்காச்சோளம்),61,70 - 77,73 - 101,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-18,TamilNadu,Banana Flower (வாழைப்பூ),18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-18,TamilNadu,Capsicum (குடைமிளகாய்),43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-18,TamilNadu,Bitter Gourd (பாகற்காய்),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-18,TamilNadu,Bottle Gourd (சுரைக்காய்),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-18,TamilNadu,Butter Beans (பட்டர் பீன்ஸ்),52,60 - 66,62 - 86,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-18,TamilNadu,Broad Beans (அவரைக்காய்),71,82 - 90,85 - 117,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-18,TamilNadu,Cabbage (முட்டைக்கோஸ்),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-18,TamilNadu,Carrot (கேரட்),44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-18,TamilNadu,Cauliflower (காலிஃபிளவர்),26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-18,TamilNadu,Cluster beans (கொத்தவரை),41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-18,TamilNadu,Coconut (தேங்காய்),35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-18,TamilNadu,Colocasia Leaves (சேப்பங்கிழங்கு கீரை),17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-18,TamilNadu,Colocasia (சேப்பங்கிழங்கு),29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-18,TamilNadu,Coriander Leaves (கொத்துமல்லி),6,7 - 8,7 - 10,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-18,TamilNadu,Corn (மக்காச்சோளம்),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-18,TamilNadu,Cucumber (வெள்ளரிக்காய்),28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-18,TamilNadu,Curry Leaves (கறிவேப்பிலை),27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-18,TamilNadu,Dill Leaves (வெந்தயம் இலைகள்),11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-06-18,TamilNadu,Drumsticks (முருங்கைக்காய்),70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-06-18,TamilNadu,Brinjal (கத்திரிக்காய்),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-18,TamilNadu,Brinjal (Big) (கத்திரிக்காய்),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-18,TamilNadu,Elephant Yam (சேனைக்கிழங்கு),37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-18,TamilNadu,Fenugreek Leaves (வெந்தயக்கீரை),10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-18,TamilNadu,French Beans (பீன்ஸ்),119,137 - 151,143 - 196,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-18,TamilNadu,Garlic (பூண்டு),235,270 - 298,282 - 388,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-18,TamilNadu,Ginger (இஞ்சி),125,144 - 159,150 - 206,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-18,TamilNadu,Onion Green (பச்சை வெங்காயம்),42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-18,TamilNadu,Green Peas (பச்சை பட்டாணி),41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-18,TamilNadu,Ivy Gourd (கோவைக்காய்),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-18,TamilNadu,Lemon (Lime) (எலுமிச்சை),91,105 - 116,109 - 150,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-18,TamilNadu,Mango Raw (மாங்காய்),40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-18,TamilNadu,Mint Leaves (புதினா),5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-18,TamilNadu,Mushroom (காளான்),73,84 - 93,88 - 120,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-18,TamilNadu,Mustard Leaves (கடுகு இலைகள்),12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-18,TamilNadu,Ladies Finger (வெண்டைக்காய்),45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-18,TamilNadu,Pumpkin (பூசணி),17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-18,TamilNadu,Radish (முள்ளங்கி),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-18,TamilNadu,Ridge Gourd (பீர்க்கங்காய்),35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-18,TamilNadu,Shallot (Pearl Onion) (சிறிய வெங்காயம்),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-18,TamilNadu,Snake Gourd (புடலங்காய்),32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-18,TamilNadu,Sorrel Leaves (புளிச்ச கீரை),12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-18,TamilNadu,Spinach (கீரை),15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-18,TamilNadu,Sweet Potato (இனிப்பு உருளைக்கிழங்கு),37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-19,TamilNadu,Onion Big (பெரிய வெங்காயம்),37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-19,TamilNadu,Onion Small (சின்ன வெங்காயம்),54,62 - 69,65 - 89,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-19,TamilNadu,Tomato (தக்காளி),39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-19,TamilNadu,Green Chilli (பச்சை மிளகாய்),61,70 - 77,73 - 101,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-19,TamilNadu,Beetroot (பீட்ரூட்),40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-19,TamilNadu,Potato (உருளைக்கிழங்கு),36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-19,TamilNadu,Raw Banana (Plantain) (வாழைக்காய்),7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-19,TamilNadu,Amaranth Leaves (சிறு கீரை),15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-19,TamilNadu,Amla (நெல்லிக்காய்),75,86 - 95,90 - 124,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-19,TamilNadu,Ash gourd (சாம்பல் பூசணிக்காய்),16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-19,TamilNadu,Baby Corn (சிறிய மக்காச்சோளம்),61,70 - 77,73 - 101,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-19,TamilNadu,Banana Flower (வாழைப்பூ),18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-19,TamilNadu,Capsicum (குடைமிளகாய்),43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-19,TamilNadu,Bitter Gourd (பாகற்காய்),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-19,TamilNadu,Bottle Gourd (சுரைக்காய்),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-19,TamilNadu,Butter Beans (பட்டர் பீன்ஸ்),52,60 - 66,62 - 86,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-19,TamilNadu,Broad Beans (அவரைக்காய்),71,82 - 90,85 - 117,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-19,TamilNadu,Cabbage (முட்டைக்கோஸ்),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-19,TamilNadu,Carrot (கேரட்),44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-19,TamilNadu,Cauliflower (காலிஃபிளவர்),26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-19,TamilNadu,Cluster beans (கொத்தவரை),41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-19,TamilNadu,Coconut (தேங்காய்),35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-19,TamilNadu,Colocasia Leaves (சேப்பங்கிழங்கு கீரை),17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-19,TamilNadu,Colocasia (சேப்பங்கிழங்கு),29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-19,TamilNadu,Coriander Leaves (கொத்துமல்லி),6,7 - 8,7 - 10,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-19,TamilNadu,Corn (மக்காச்சோளம்),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-19,TamilNadu,Cucumber (வெள்ளரிக்காய்),28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-19,TamilNadu,Curry Leaves (கறிவேப்பிலை),27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-19,TamilNadu,Dill Leaves (வெந்தயம் இலைகள்),11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-06-19,TamilNadu,Drumsticks (முருங்கைக்காய்),70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-06-19,TamilNadu,Brinjal (கத்திரிக்காய்),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-19,TamilNadu,Brinjal (Big) (கத்திரிக்காய்),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-19,TamilNadu,Elephant Yam (சேனைக்கிழங்கு),37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-19,TamilNadu,Fenugreek Leaves (வெந்தயக்கீரை),10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-19,TamilNadu,French Beans (பீன்ஸ்),119,137 - 151,143 - 196,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-19,TamilNadu,Garlic (பூண்டு),235,270 - 298,282 - 388,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-19,TamilNadu,Ginger (இஞ்சி),125,144 - 159,150 - 206,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-19,TamilNadu,Onion Green (பச்சை வெங்காயம்),42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-19,TamilNadu,Green Peas (பச்சை பட்டாணி),41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
